TheVoynichManuscript_chunk_113_1499105773483229_count_0_noise_-1_noise_type_White,2,12.72,13.8,ticket things,-1,True,0.7861,0.388,podcast_lecture,White,ticket,things,"[{'word_confidence': [['tickets', 0.26], ['since', 0.303]], 'confidence': 0.276, 'timestamps': [['tickets', 0.31, 0.85], ['since', 0.93, 1.26]], 'transcript': 'tickets since '}]",tickets,0.5677,since,0.4111
History_4A_Fall_2007_UC_Berkeley_Lecture_31_Twilight_in_the_West_20483_chunk_7_1499105773483229_count_0_noise_-1_noise_type_White,2,3.11,4.6,Babylonian Annie,-1,True,0.993,0.3977,podcast_lecture,White,Babylonian,Annie,"[{'word_confidence': [['the', 0.42], ['Babylonian', 0.597], ['any', 0.591]], 'confidence': 0.587, 'timestamps': [['the', 0.22, 0.28], ['Babylonian', 0.28, 1.15], ['any', 1.42, 1.72]], 'transcript': 'the Babylonian any '}]",the,0.6124,Babylonians,0.4991,any,0.9103
OpenDoors_chunk_93_1499105773483229_count_0_noise_-1_noise_type_White,2,4.25,5.95,paint singing,-1,True,0.9802,0.3753,podcast_lecture,White,paint,singing,"[{'word_confidence': [['paint', 0.571], ['singing', 0.228]], 'confidence': 0.376, 'timestamps': [['paint', 0.26, 0.89], ['singing', 1.07, 1.9]], 'transcript': 'paint singing '}]",paint,0.8838,singing,0.3155
OpenDoors_chunk_93_1499105773483229_count_0_noise_0_noise_type_White,2,4.25,5.95,paint singing,0,True,0.9802,0.3753,podcast_lecture,White,paint,singing,"[{'word_confidence': [['paint', 0.527], ['singing', 0.251]], 'confidence': 0.372, 'timestamps': [['paint', 0.26, 0.9], ['singing', 1.08, 1.9]], 'transcript': 'paint singing '}]",paint,0.8889,singing,0.3424
OpenDoors_chunk_93_1499105773483229_count_0_noise_10_noise_type_White,2,4.25,5.95,paint singing,10,True,0.9802,0.3753,podcast_lecture,White,paint,singing,"[{'word_confidence': [['paint', 0.602], ['singing', 0.232]], 'confidence': 0.39, 'timestamps': [['paint', 0.26, 0.87], ['singing', 1.08, 1.9]], 'transcript': 'paint singing '}]",paint,0.9227,soon,0.3126
OpenDoors_chunk_93_1499105773483229_count_0_noise_20_noise_type_White,2,4.25,5.95,paint singing,20,True,0.9802,0.3753,podcast_lecture,White,paint,singing,"[{'word_confidence': [['paint', 0.519], ['soon', 0.346]], 'confidence': 0.422, 'timestamps': [['paint', 0.26, 0.89], ['soon', 1.08, 1.88]], 'transcript': 'paint soon '}]",paint,0.8537,soon,0.5619
OpenDoors_chunk_93_1499105773483229_count_0_noise_25_noise_type_White,2,4.25,5.95,paint singing,25,True,0.9802,0.3753,podcast_lecture,White,paint,singing,"[{'word_confidence': [['paint', 0.21], ['soon', 0.358]], 'confidence': 0.292, 'timestamps': [['paint', 0.26, 0.87], ['soon', 1.07, 1.83]], 'transcript': 'paint soon '}]",paint,0.3689,soon,0.5779
OpenDoors_chunk_93_1499105773483229_count_0_noise_22_noise_type_White,2,4.25,5.95,paint singing,22,True,0.9802,0.3753,podcast_lecture,White,paint,singing,"[{'word_confidence': [['paint', 0.409], ['soon', 0.475]], 'confidence': 0.445, 'timestamps': [['paint', 0.26, 0.88], ['soon', 1.07, 1.83]], 'transcript': 'paint soon '}]",paint,0.7919,soon,0.5573
OpenDoors_chunk_93_1499105773483229_count_0_noise_24_noise_type_White,2,4.25,5.95,paint singing,24,True,0.9802,0.3753,podcast_lecture,White,paint,singing,"[{'word_confidence': [['paint', 0.268], ['soon', 0.427]], 'confidence': 0.356, 'timestamps': [['paint', 0.26, 0.87], ['soon', 1.07, 1.83]], 'transcript': 'paint soon '}]",paint,0.5377,soon,0.5109
wetlands_chunk_55_1499105773483229_count_0_noise_-1_noise_type_White,2,18.47,20.1,sighted profit,-1,True,0.9897,0.4105,podcast_lecture,White,sighted,profit,"[{'word_confidence': [['I', 0.636], ['think', 0.342], ['it', 0.289], ['probably', 0.141]], 'confidence': 0.296, 'timestamps': [['I', 0.45, 0.6], ['think', 0.6, 0.78], ['it', 0.78, 0.97], ['probably', 1.44, 1.81]], 'transcript': 'I think it probably '}]",but,0.4828,I,0.8794,think,0.4287
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_0_noise_-1_noise_type_White,2,10.99,12.06,truly intense,-1,True,0.9669,0.4751,podcast_lecture,White,truly,intense,"[{'word_confidence': [['truly', 0.625], ['an', 0.218], ['antenna', 0.229]], 'confidence': 0.424, 'timestamps': [['truly', 0.3, 0.76], ['an', 0.76, 0.85], ['antenna', 0.85, 1.23]], 'transcript': 'truly an antenna '}]",truly,0.8977
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_0_noise_0_noise_type_White,2,10.99,12.06,truly intense,0,True,0.9669,0.4751,podcast_lecture,White,truly,intense,"[{'word_confidence': [['truly', 0.667], ['an', 0.227], ['antenna', 0.191]], 'confidence': 0.43, 'timestamps': [['truly', 0.3, 0.76], ['an', 0.76, 0.85], ['antenna', 0.85, 1.23]], 'transcript': 'truly an antenna '}]",truly,0.9171,an,0.4894,antenna,0.5068
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_0_noise_10_noise_type_White,2,10.99,12.06,truly intense,10,True,0.9669,0.4751,podcast_lecture,White,truly,intense,"[{'word_confidence': [['truly', 0.741], ['an', 0.267], ['antenna', 0.207]], 'confidence': 0.477, 'timestamps': [['truly', 0.3, 0.76], ['an', 0.76, 0.85], ['antenna', 0.85, 1.23]], 'transcript': 'truly an antenna '}]",truly,0.9506,an,0.5602,antenna,0.5714
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_0_noise_20_noise_type_White,2,10.99,12.06,truly intense,20,True,0.9669,0.4751,podcast_lecture,White,truly,intense,"[{'word_confidence': [['truly', 0.748], ['antenna', 0.091]], 'confidence': 0.416, 'timestamps': [['truly', 0.3, 0.76], ['antenna', 0.76, 1.23]], 'transcript': 'truly antenna '}]",truly,0.9012
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_0_noise_25_noise_type_White,2,10.99,12.06,truly intense,25,True,0.9669,0.4751,podcast_lecture,White,truly,intense,"[{'word_confidence': [['truly', 0.707], ['a', 0.194], ['fan', 0.21]], 'confidence': 0.458, 'timestamps': [['truly', 0.31, 0.78], ['a', 0.78, 0.84], ['fan', 0.84, 1.25]], 'transcript': 'truly a fan '}]",truly,0.8322,a,0.4797,fan,0.5353
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_0_noise_27_noise_type_White,2,10.99,12.06,truly intense,27,True,0.9669,0.4751,podcast_lecture,White,truly,intense,"[{'word_confidence': [['truly', 0.724], ['a', 0.119], ['fan', 0.131]], 'confidence': 0.421, 'timestamps': [['truly', 0.31, 0.77], ['a', 0.77, 0.83], ['fan', 0.83, 1.25]], 'transcript': 'truly a fan '}]",truly,0.8324,fan,0.4166
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_0_noise_29_noise_type_White,2,10.99,12.06,truly intense,29,True,0.9669,0.4751,podcast_lecture,White,truly,intense,"[{'word_confidence': [['truly', 0.739], ['a', 0.098], ['fan', 0.111]], 'confidence': 0.407, 'timestamps': [['truly', 0.34, 0.77], ['a', 0.77, 0.83], ['fan', 0.83, 1.25]], 'transcript': 'truly a fan '}]",truly,0.8456,fan,0.3135
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_1_noise_-1_noise_type_White,2,21.9,23.53,vacations noticed,-1,False,0.4357,0.7205,podcast_lecture,White,vacations,noticed,"[{'word_confidence': [['are', 0.37], ['they', 0.816], ['friends', 0.168], ['noticed', 0.588]], 'confidence': 0.413, 'timestamps': [['are', 0.23, 0.33], ['they', 0.33, 0.49], ['friends', 0.49, 1.09], ['noticed', 1.33, 1.83]], 'transcript': 'are they friends noticed '}]",are,0.603,they,0.8406,friends,0.5344,noticed,0.6308
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_1_noise_0_noise_type_White,2,21.9,23.53,vacations noticed,0,False,0.4357,0.7205,podcast_lecture,White,vacations,noticed,"[{'word_confidence': [['are', 0.388], ['they', 0.818], ['friends', 0.187], ['noticed', 0.59]], 'confidence': 0.424, 'timestamps': [['are', 0.23, 0.33], ['they', 0.33, 0.49], ['friends', 0.49, 1.09], ['noticed', 1.33, 1.83]], 'transcript': 'are they friends noticed '}]",are,0.6394,they,0.8604,friends,0.5609,noticed,0.6208
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_1_noise_10_noise_type_White,2,21.9,23.53,vacations noticed,10,False,0.4357,0.7205,podcast_lecture,White,vacations,noticed,"[{'word_confidence': [['are', 0.37], ['they', 0.863], ['friends', 0.159], ['noticed', 0.573]], 'confidence': 0.412, 'timestamps': [['are', 0.24, 0.32], ['they', 0.32, 0.49], ['friends', 0.49, 1.09], ['noticed', 1.34, 1.83]], 'transcript': 'are they friends noticed '}]",are,0.6334,they,0.8931,friends,0.5532
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_1_noise_5_noise_type_White,2,21.9,23.53,vacations noticed,5,False,0.4357,0.7205,podcast_lecture,White,vacations,noticed,"[{'word_confidence': [['are', 0.396], ['they', 0.835], ['friends', 0.183], ['noticed', 0.557]], 'confidence': 0.416, 'timestamps': [['are', 0.23, 0.32], ['they', 0.32, 0.49], ['friends', 0.49, 1.09], ['noticed', 1.33, 1.83]], 'transcript': 'are they friends noticed '}]",are,0.685,they,0.8843,friends,0.6065,noticed,0.6319
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_1_noise_7_noise_type_White,2,21.9,23.53,vacations noticed,7,False,0.4357,0.7205,podcast_lecture,White,vacations,noticed,"[{'word_confidence': [['are', 0.407], ['they', 0.851], ['friends', 0.18], ['noticed', 0.369]], 'confidence': 0.348, 'timestamps': [['are', 0.23, 0.32], ['they', 0.32, 0.49], ['friends', 0.49, 1.09], ['noticed', 1.33, 1.83]], 'transcript': 'are they friends noticed '}]",are,0.7014,they,0.8874,friends,0.6214,noticed,0.4611
TerenceMckenna-TrueHallucinations03-16_chunk_93_1499105773483229_count_1_noise_6_noise_type_White,2,21.9,23.53,vacations noticed,6,False,0.4357,0.7205,podcast_lecture,White,vacations,noticed,"[{'word_confidence': [['are', 0.405], ['they', 0.848], ['friends', 0.18], ['noticed', 0.487]], 'confidence': 0.391, 'timestamps': [['are', 0.23, 0.32], ['they', 0.32, 0.49], ['friends', 0.49, 1.09], ['noticed', 1.33, 1.83]], 'transcript': 'are they friends noticed '}]",are,0.6942,they,0.8923,friends,0.6154,noticed,0.58
TerenceMckenna-TrueHallucinations15-16_chunk_11_1499105773483229_count_0_noise_-1_noise_type_White,2,1.09,2.16,primate really,-1,True,0.9919,0.4039,podcast_lecture,White,primate,really,"[{'word_confidence': [['primate', 1.0], ['really', 0.191]], 'confidence': 0.745, 'timestamps': [['primate', 0.34, 0.97], ['really', 0.97, 1.26]], 'transcript': 'primate really '}]",primate,0.9916,really,0.5704
TerenceMckenna-TrueHallucinations15-16_chunk_11_1499105773483229_count_0_noise_0_noise_type_White,2,1.09,2.16,primate really,0,True,0.9919,0.4039,podcast_lecture,White,primate,really,"[{'word_confidence': [['primate', 1.0], ['really', 0.191]], 'confidence': 0.745, 'timestamps': [['primate', 0.34, 0.97], ['really', 0.97, 1.26]], 'transcript': 'primate really '}]",primate,0.9906,really,0.584
TerenceMckenna-TrueHallucinations15-16_chunk_11_1499105773483229_count_0_noise_10_noise_type_White,2,1.09,2.16,primate really,10,True,0.9919,0.4039,podcast_lecture,White,primate,really,"[{'word_confidence': [['primate', 0.916], ['really', 0.195]], 'confidence': 0.688, 'timestamps': [['primate', 0.34, 0.97], ['really', 0.97, 1.26]], 'transcript': 'primate really '}]",primate,0.9813,really,0.5027
TerenceMckenna-TrueHallucinations15-16_chunk_11_1499105773483229_count_0_noise_20_noise_type_White,2,1.09,2.16,primate really,20,True,0.9919,0.4039,podcast_lecture,White,primate,really,"[{'word_confidence': [['primate', 0.72], ['really', 0.211]], 'confidence': 0.56, 'timestamps': [['primate', 0.34, 0.97], ['really', 0.97, 1.26]], 'transcript': 'primate really '}]",primate,0.9577,really,0.3106
TerenceMckenna-TrueHallucinations15-16_chunk_11_1499105773483229_count_0_noise_30_noise_type_White,2,1.09,2.16,primate really,30,True,0.9919,0.4039,podcast_lecture,White,primate,really,"[{'word_confidence': [['Friday', 0.23], ['may', 0.284], ['be', 0.196], ['really', 0.305]], 'confidence': 0.254, 'timestamps': [['Friday', 0.24, 0.7], ['may', 0.7, 0.91], ['be', 0.91, 1.03], ['really', 1.03, 1.26]], 'transcript': 'Friday may be really '}]",Friday,0.4302,made,0.3837
TerenceMckenna-TrueHallucinations15-16_chunk_11_1499105773483229_count_0_noise_25_noise_type_White,2,1.09,2.16,primate really,25,True,0.9919,0.4039,podcast_lecture,White,primate,really,"[{'word_confidence': [['primate', 0.371], ['really', 0.232]], 'confidence': 0.326, 'timestamps': [['primate', 0.34, 0.96], ['really', 0.96, 1.26]], 'transcript': 'primate really '}]",primate,0.8444
TerenceMckenna-TrueHallucinations15-16_chunk_11_1499105773483229_count_0_noise_27_noise_type_White,2,1.09,2.16,primate really,27,True,0.9919,0.4039,podcast_lecture,White,primate,really,"[{'word_confidence': [['primate', 0.128], ['really', 0.297]], 'confidence': 0.183, 'timestamps': [['primate', 0.34, 0.96], ['really', 0.96, 1.26]], 'transcript': 'primate really '}]",primate,0.475
TerenceMckenna-TrueHallucinations15-16_chunk_11_1499105773483229_count_0_noise_26_noise_type_White,2,1.09,2.16,primate really,26,True,0.9919,0.4039,podcast_lecture,White,primate,really,"[{'word_confidence': [['primate', 0.225], ['really', 0.298]], 'confidence': 0.249, 'timestamps': [['primate', 0.34, 0.96], ['really', 0.96, 1.26]], 'transcript': 'primate really '}]",primate,0.7101
TerenceMckenna-TrueHallucinations07-16_chunk_62_1499105773483229_count_0_noise_-1_noise_type_White,2,7.68,8.77,inhibiting effect,-1,True,0.9983,0.4321,podcast_lecture,White,inhibiting,effect,"[{'word_confidence': [['I', 0.536], ['have', 0.143], ['an', 0.033], ['affect', 0.06]], 'confidence': 0.12, 'timestamps': [['I', 0.24, 0.34], ['have', 0.34, 0.58], ['an', 0.58, 0.8], ['affect', 0.8, 1.27]], 'transcript': 'I have an affect '}]",I,0.7087,an,0.3419
TerenceMckenna-TrueHallucinations01-16_chunk_59_1499105773483229_count_0_noise_-1_noise_type_White,2,8.19,9.08,luxury there,-1,True,0.7123,0.2455,podcast_lecture,White,luxury,there,"[{'word_confidence': [['locked', 0.135], ['Carrera', 0.43]], 'confidence': 0.314, 'timestamps': [['locked', 0.28, 0.61], ['Carrera', 0.61, 1.12]], 'transcript': 'locked Carrera '}]",locked,0.2496,Carrera,0.7486
TheVoynichManuscript_chunk_94_1499105773483229_count_0_noise_-1_noise_type_White,2,3.29,3.9,called thing,-1,True,0.8637,0.282,podcast_lecture,White,called,thing,"[{'word_confidence': [['Cohn', 0.36]], 'confidence': 0.36, 'timestamps': [['Cohn', 0.29, 0.68]], 'transcript': 'Cohn '}]",Cohn,0.4048
OpenDoors_chunk_72_1499105773483229_count_0_noise_-1_noise_type_White,2,23.84,24.4,peered through,-1,False,0.309,0.9048,podcast_lecture,White,peered,through,"[{'word_confidence': [['her', 0.874], ['crew', 0.128]], 'confidence': 0.534, 'timestamps': [['her', 0.3, 0.55], ['crew', 0.58, 0.79]], 'transcript': 'her crew '}]",her,0.9962,crew,0.2914
History_4A_Fall_2007_UC_Berkeley_Lecture_04_History_4A-Lecture_4_20456_chunk_115_1499105773483229_count_0_noise_-1_noise_type_White,2,10.08,10.81,totally chilling,-1,True,0.9663,0.4493,podcast_lecture,White,totally,chilling,"[{'word_confidence': [['totally', 0.465], ['change', 0.079]], 'confidence': 0.29, 'timestamps': [['totally', 0.28, 0.63], ['change', 0.63, 0.92]], 'transcript': 'totally change '}]",totally,0.7809
History_4A_Fall_2007_UC_Berkeley_Lecture_04_History_4A-Lecture_4_20456_chunk_115_1499105773483229_count_0_noise_0_noise_type_White,2,10.08,10.81,totally chilling,0,True,0.9663,0.4493,podcast_lecture,White,totally,chilling,"[{'word_confidence': [['totally', 0.428], ['change', 0.059]], 'confidence': 0.264, 'timestamps': [['totally', 0.28, 0.63], ['change', 0.63, 0.91]], 'transcript': 'totally change '}]",totally,0.7155
History_4A_Fall_2007_UC_Berkeley_Lecture_04_History_4A-Lecture_4_20456_chunk_115_1499105773483229_count_0_noise_10_noise_type_White,2,10.08,10.81,totally chilling,10,True,0.9663,0.4493,podcast_lecture,White,totally,chilling,"[{'word_confidence': [['totally', 0.203], ['true', 0.079]], 'confidence': 0.153, 'timestamps': [['totally', 0.31, 0.63], ['true', 0.63, 0.85]], 'transcript': 'totally true '}]",totally,0.4891
History_4A_Fall_2007_UC_Berkeley_Lecture_04_History_4A-Lecture_4_20456_chunk_115_1499105773483229_count_0_noise_5_noise_type_White,2,10.08,10.81,totally chilling,5,True,0.9663,0.4493,podcast_lecture,White,totally,chilling,"[{'word_confidence': [['totally', 0.396], ['true', 0.079]], 'confidence': 0.279, 'timestamps': [['totally', 0.28, 0.64], ['true', 0.64, 0.85]], 'transcript': 'totally true '}]",totally,0.7295
History_4A_Fall_2007_UC_Berkeley_Lecture_04_History_4A-Lecture_4_20456_chunk_115_1499105773483229_count_0_noise_7_noise_type_White,2,10.08,10.81,totally chilling,7,True,0.9663,0.4493,podcast_lecture,White,totally,chilling,"[{'word_confidence': [['totally', 0.37], ['true', 0.082]], 'confidence': 0.262, 'timestamps': [['totally', 0.29, 0.64], ['true', 0.64, 0.85]], 'transcript': 'totally true '}]",totally,0.6855
History_4A_Fall_2007_UC_Berkeley_Lecture_04_History_4A-Lecture_4_20456_chunk_115_1499105773483229_count_0_noise_9_noise_type_White,2,10.08,10.81,totally chilling,9,True,0.9663,0.4493,podcast_lecture,White,totally,chilling,"[{'word_confidence': [['totally', 0.253], ['true', 0.074]], 'confidence': 0.183, 'timestamps': [['totally', 0.29, 0.63], ['true', 0.63, 0.85]], 'transcript': 'totally true '}]",totally,0.5542
TerenceMckenna-TrueHallucinations12-16_chunk_66_1499105773483229_count_0_noise_-1_noise_type_White,2,11.91,13.57,topological rendering,-1,True,0.8941,0.4608,podcast_lecture,White,topological,rendering,"[{'word_confidence': [['hello', 0.095], ['digital', 0.204], ['manager', 0.65], ['and', 0.296]], 'confidence': 0.286, 'timestamps': [['hello', 0.31, 0.87], ['digital', 0.94, 1.34], ['manager', 1.34, 1.72], ['and', 1.72, 1.89]], 'transcript': 'hello digital manager and '}]",hello,0.4608
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_150_1499105773483229_count_0_noise_-1_noise_type_White,2,10.97,11.75,local distribution,-1,False,0.4919,0.9476,podcast_lecture,White,local,distribution,[]
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_139_1499105773483229_count_0_noise_-1_noise_type_White,2,12.97,13.93,pretty small,-1,True,0.9042,0.3546,podcast_lecture,White,pretty,small,"[{'word_confidence': [['pretty', 0.216], ['small', 0.126]], 'confidence': 0.159, 'timestamps': [['pretty', 0.35, 0.58], ['small', 0.83, 1.23]], 'transcript': 'pretty small '}]",small,0.5148
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_139_1499105773483229_count_1_noise_-1_noise_type_White,2,23.43,24.5,making imperial,-1,False,0.4882,0.7022,podcast_lecture,White,making,imperial,"[{'word_confidence': [['Ariel', 0.408]], 'confidence': 0.408, 'timestamps': [['Ariel', 0.95, 1.3]], 'transcript': 'Ariel '}]",right,0.6387,burial,0.4016
TheVoynichManuscript_chunk_57_1499105773483229_count_0_noise_-1_noise_type_White,2,14.95,16.85,success successor,-1,False,0.4514,0.8558,podcast_lecture,White,success,successor,"[{'word_confidence': [['success', 0.779], ['successor', 0.458]], 'confidence': 0.609, 'timestamps': [['success', 0.32, 0.9], ['successor', 1.44, 2.09]], 'transcript': 'success successor '}]",success,0.9461,successor,0.8304
TheVoynichManuscript_chunk_57_1499105773483229_count_0_noise_0_noise_type_White,2,14.95,16.85,success successor,0,False,0.4514,0.8558,podcast_lecture,White,success,successor,"[{'word_confidence': [['success', 0.636], ['successor', 0.36]], 'confidence': 0.49, 'timestamps': [['success', 0.32, 0.9], ['successor', 1.44, 2.09]], 'transcript': 'success successor '}]",success,0.8594,successor,0.8172
TheVoynichManuscript_chunk_57_1499105773483229_count_0_noise_10_noise_type_White,2,14.95,16.85,success successor,10,False,0.4514,0.8558,podcast_lecture,White,success,successor,"[{'word_confidence': [['success', 0.61], ['successor', 0.276]], 'confidence': 0.431, 'timestamps': [['success', 0.33, 0.9], ['successor', 1.44, 2.1]], 'transcript': 'success successor '}]",success,0.7982,successor,0.793
TheVoynichManuscript_chunk_57_1499105773483229_count_0_noise_20_noise_type_White,2,14.95,16.85,success successor,20,False,0.4514,0.8558,podcast_lecture,White,success,successor,"[{'word_confidence': [['success', 0.329]], 'confidence': 0.329, 'timestamps': [['success', 0.33, 0.91]], 'transcript': 'success '}]",six,0.4777
TheVoynichManuscript_chunk_57_1499105773483229_count_0_noise_15_noise_type_White,2,14.95,16.85,success successor,15,False,0.4514,0.8558,podcast_lecture,White,success,successor,"[{'word_confidence': [['success', 0.515], ['successor', 0.22]], 'confidence': 0.357, 'timestamps': [['success', 0.33, 0.9], ['successor', 1.44, 2.1]], 'transcript': 'success successor '}]",success,0.7435,successor,0.6809
TheVoynichManuscript_chunk_57_1499105773483229_count_0_noise_17_noise_type_White,2,14.95,16.85,success successor,17,False,0.4514,0.8558,podcast_lecture,White,success,successor,"[{'word_confidence': [['success', 0.443], ['successor', 0.162]], 'confidence': 0.294, 'timestamps': [['success', 0.33, 0.9], ['successor', 1.44, 2.09]], 'transcript': 'success successor '}]",success,0.7115,successor,0.6165
TheVoynichManuscript_chunk_57_1499105773483229_count_0_noise_19_noise_type_White,2,14.95,16.85,success successor,19,False,0.4514,0.8558,podcast_lecture,White,success,successor,"[{'word_confidence': [['success', 0.425], ['successor', 0.152]], 'confidence': 0.281, 'timestamps': [['success', 0.33, 0.91], ['successor', 1.44, 2.09]], 'transcript': 'success successor '}]",success,0.6954,successor,0.5501
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_73_1499105773483229_count_0_noise_-1_noise_type_White,2,4.92,6.08,hybrid religions,-1,True,0.9875,0.4822,podcast_lecture,White,hybrid,religions,"[{'word_confidence': [['hybrid', 0.972], ['religion', 0.768]], 'confidence': 0.866, 'timestamps': [['hybrid', 0.26, 0.8], ['religion', 0.8, 1.38]], 'transcript': 'hybrid religion '}]",hybrid,0.9895,religion,0.9604
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_73_1499105773483229_count_0_noise_0_noise_type_White,2,4.92,6.08,hybrid religions,0,True,0.9875,0.4822,podcast_lecture,White,hybrid,religions,"[{'word_confidence': [['hybrid', 0.971], ['religion', 0.795]], 'confidence': 0.881, 'timestamps': [['hybrid', 0.25, 0.8], ['religion', 0.8, 1.37]], 'transcript': 'hybrid religion '}]",hybrid,0.9903,religion,0.9712
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_73_1499105773483229_count_0_noise_10_noise_type_White,2,4.92,6.08,hybrid religions,10,True,0.9875,0.4822,podcast_lecture,White,hybrid,religions,"[{'word_confidence': [['hybrid', 1.0], ['religion', 0.821]], 'confidence': 0.909, 'timestamps': [['hybrid', 0.28, 0.8], ['religion', 0.8, 1.34]], 'transcript': 'hybrid religion '}]",hybrid,1.0,religion,0.9786
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_73_1499105773483229_count_0_noise_15_noise_type_White,2,4.92,6.08,hybrid religions,15,True,0.9875,0.4822,podcast_lecture,White,hybrid,religions,"[{'word_confidence': [['hybrid', 1.0], ['religion', 0.814]], 'confidence': 0.895, 'timestamps': [['hybrid', 0.38, 0.8], ['religion', 0.8, 1.34]], 'transcript': 'hybrid religion '}]",hybrid,1.0,religion,0.9773
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_73_1499105773483229_count_0_noise_17_noise_type_White,2,4.92,6.08,hybrid religions,17,True,0.9875,0.4822,podcast_lecture,White,hybrid,religions,"[{'word_confidence': [['hybrid', 1.0], ['religion', 0.808]], 'confidence': 0.892, 'timestamps': [['hybrid', 0.38, 0.8], ['religion', 0.8, 1.34]], 'transcript': 'hybrid religion '}]",hybrid,1.0,religion,0.9815
History_4A_Fall_2007_UC_Berkeley_Lecture_28_Crisis_and_Recovery_AD_161-337_20480_chunk_73_1499105773483229_count_0_noise_19_noise_type_White,2,4.92,6.08,hybrid religions,19,True,0.9875,0.4822,podcast_lecture,White,hybrid,religions,"[{'word_confidence': [['hybrid', 1.0], ['religion', 0.816]], 'confidence': 0.897, 'timestamps': [['hybrid', 0.38, 0.8], ['religion', 0.8, 1.33]], 'transcript': 'hybrid religion '}]",hybrid,1.0,religion,0.979
TheVoynichManuscript_chunk_73_1499105773483229_count_0_noise_-1_noise_type_White,2,20.11,21.4,magnifying little,-1,True,0.9669,0.3723,podcast_lecture,White,magnifying,little,"[{'word_confidence': [['magnifying', 0.971], ['little', 0.612]], 'confidence': 0.852, 'timestamps': [['magnifying', 0.25, 1.09], ['little', 1.09, 1.51]], 'transcript': 'magnifying little '}]",magnifying,0.9545,little,0.718
TheVoynichManuscript_chunk_73_1499105773483229_count_0_noise_0_noise_type_White,2,20.11,21.4,magnifying little,0,True,0.9669,0.3723,podcast_lecture,White,magnifying,little,"[{'word_confidence': [['magnifying', 0.971], ['little', 0.544]], 'confidence': 0.827, 'timestamps': [['magnifying', 0.25, 1.09], ['little', 1.09, 1.52]], 'transcript': 'magnifying little '}]",magnifying,0.9493,little,0.7022
TheVoynichManuscript_chunk_73_1499105773483229_count_0_noise_10_noise_type_White,2,20.11,21.4,magnifying little,10,True,0.9669,0.3723,podcast_lecture,White,magnifying,little,"[{'word_confidence': [['magnifying', 0.974], ['little', 0.481]], 'confidence': 0.81, 'timestamps': [['magnifying', 0.25, 1.09], ['little', 1.09, 1.51]], 'transcript': 'magnifying little '}]",magnifying,0.9589,little,0.6152
TheVoynichManuscript_chunk_73_1499105773483229_count_0_noise_20_noise_type_White,2,20.11,21.4,magnifying little,20,True,0.9669,0.3723,podcast_lecture,White,magnifying,little,"[{'word_confidence': [['magnifying', 0.988], ['little', 0.276]], 'confidence': 0.749, 'timestamps': [['magnifying', 0.26, 1.09], ['little', 1.09, 1.51]], 'transcript': 'magnifying little '}]",magnifying,0.9813,Lou,0.4162
TheVoynichManuscript_chunk_73_1499105773483229_count_0_noise_25_noise_type_White,2,20.11,21.4,magnifying little,25,True,0.9669,0.3723,podcast_lecture,White,magnifying,little,"[{'word_confidence': [['magnifying', 0.987], ['Lou', 0.466]], 'confidence': 0.833, 'timestamps': [['magnifying', 0.26, 1.14], ['Lou', 1.14, 1.51]], 'transcript': 'magnifying Lou '}]",magnifying,0.9889,Lou,0.5226
TheVoynichManuscript_chunk_73_1499105773483229_count_0_noise_27_noise_type_White,2,20.11,21.4,magnifying little,27,True,0.9669,0.3723,podcast_lecture,White,magnifying,little,"[{'word_confidence': [['magnifying', 0.994], ['Lou', 0.453]], 'confidence': 0.827, 'timestamps': [['magnifying', 0.31, 1.14], ['Lou', 1.14, 1.51]], 'transcript': 'magnifying Lou '}]",magnifying,0.9801,Lou,0.5219
